-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-bfdce2f3-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bfdce2f3-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-bfe146e2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bfe61464-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bfe9e017-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bfe9e017-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bff64d1f-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c02e69b3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c02e847c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c036343a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c04e01cf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c04e01cf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c05657bd-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c0570f4a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c06cda7c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c06de414-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c08e7d12-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c08e7d12-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-c08e7d12-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-c09e39f2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c09e39f2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c0a97af7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c0b239ea-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c0beaf9d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c0d0a3c8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c0dafe4b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c0e37e36-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c0e864d3-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c0e864d3-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-c0ec9855-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c0ec9855-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c101480c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1090220-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1094a98-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c1094a98-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c10cd38c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1129457-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c1191134-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c12e5f22-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c12e5f22-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-c133c57f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1370a5b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c137a88e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c137a88e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c16320a7-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c16320a7-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-c16c8632-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c16ec845-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c170bbfb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c170bbfb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c1744d41-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c17bf499-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c17bf499-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c18bf2f7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c18bf2f7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c18e87c7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c19613fc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c19613fc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c1aa0144-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1aa961e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1ad2d39-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1ae6c1c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1b1af53-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1b9d729-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1c38602-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1d0a4aa-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c1d65f7b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1da2318-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c1f10839-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c1fb6631-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c211e5c9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c21aa0f9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c23393a8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c23fcdf6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c245775d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c251fa5b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c251fa5b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c2526589-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c2526589-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c252a601-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c258809b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c26f5d18-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c26f5d18-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c2882c85-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c294ee82-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c294ee82-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c29970bf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c2a362f7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c2a5c61a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c2a5c61a-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-c2a5c61a-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-c2a7119a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c2b44973-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c2b630b4-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-c2c8736e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c2c8736e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c2ca94d8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2ce34df-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2d6c6e4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c2d74a55-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c2d74a55-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c2d81705-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c2d81705-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-c2d81705-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-c2d88ba5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2db412a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2ded228-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2e47e39-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2e72524-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2fbcc25-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2fcbe2d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c2ffdff1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3052da0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c3052da0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c30ec55b-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c31fbef3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c32a97a9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3379aca-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c33a6dfc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c33c5e60-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c341873b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c36077de-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c36e0db1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c377dee1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c385860a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c385860a-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-c3a030fb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c3a030fb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c3b3137e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3c328ca-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3c9ea1c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c3c9ea1c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c3caf71c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c3caf71c-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-c3caf71c-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-c3d17229-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3d62914-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3d994f5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c3d994f5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c3e5781e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3ead749-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3eb7ae9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-c3f139bc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c3f139bc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c3fb3e69-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-c402d490-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-c402d490-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-c40a0444-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-c40a0444-var-ps1>                          | 1         |
