-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-3a39bab9-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-3a4f8ae7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3a4f8ae7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3a699166-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3a699166-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3a6dc18b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3a6dc18b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3a95a252-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-3aa8cf86-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3aa8cf86-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3aadb547-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-3ae3171b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3af8aac7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3b12bf12-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3b262cc0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3b3ca4c5-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3b4aa4cc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3b4aa4cc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3b4f9435-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3b80a3a9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3b8a0fca-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-3b963cb9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3b963cb9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3bbcb9ee-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3bbcb9ee-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3bd4931f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3bd4931f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3bdefa67-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3ca832e2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3d49747e-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-3d4f3ced-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3d6e1d76-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3d6ee332-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3d6ee332-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3d755790-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3d917566-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3dd22f02-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3dd22f02-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3e236751-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3e4f5beb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3e4f5beb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3e5a8cb1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3e5a8cb1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3e6935fe-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3e6935fe-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3ea4c4d5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3ea4c4d5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3f1866fd-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3f1866fd-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3fb4199c-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-40242048-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-402ed16f-var-timAlb>                       | 1         |
| <http://lsq.aksw.org/res/q-409d586e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-409d586e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-40d58d3d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-40d58d3d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-40dcd4cf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-40e8c02f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-40e8c02f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-41119c7e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-41119c7e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-41d39702-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-42237905-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-427ebbea-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-42a866e6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-42a866e6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-42b84524-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-42b84524-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-42dc1442-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-431586a9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-431586a9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-439050bf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-43bcf314-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-43bcf314-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-43fb2c54-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-440c2881-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-441e9dbb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-441e9dbb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-445bac5d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-445bac5d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-447fbf26-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-447fbf26-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-44b34c13-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-45310da7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-45340a30-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-45340a30-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-457eeb2a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-457eeb2a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-45bc6a9a-var-attribut>                     | 1         |
| <http://lsq.aksw.org/res/q-45d3dda6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-462ddf46-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-462ddf46-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-463c2cac-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-463c2cac-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-46575241-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-46575241-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-465dbd15-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-465dbd15-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4697d222-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4697d222-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-470b07db-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-470b07db-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-477a04ed-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-47b792a6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-47b792a6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-47c56aec-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-47d19567-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-48045643-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-48045643-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4816de57-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4816de57-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-484fa75f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4885a581-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-48c1c24d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-48d607d9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-48d607d9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4930a245-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4930a245-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-49d20eff-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4a528701-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4a528701-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4aa30699-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4ad99ac1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4ad99ac1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4b53c53d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4b96b91c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4b96b91c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4bff181d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4c8cd8d6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4c8cd8d6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4c931f61-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4c931f61-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4ccf0ef2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4cd31835-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-4ce565eb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4ce95ae5-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-4d19e994-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-4d463eed-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4d463eed-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4dcb5119-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-4dcb5119-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-4dd18801-var-pi>                           | 1         |
